#Plate,Well,Hoped For Transposon Coord,Feature,Average Value,Occupancy,Occupancy Test,Potential Hit,Retest,Rearray or Colony Purify,Comment,Progenitor Collection Plate,Progenitor Collection Well
25,G12,2504427,SO_2400,4.9E-01,True,OK,FALSE,,Rearray,,300,C03
25,H01,-1,Blank,6.3E-01,False,OK,FALSE,,Rearray,,,
25,H02,3241312,secD,4.7E-01,True,OK,FALSE,Yes,Rearray,,292,B11
25,H03,3252162,SO_3124,5.0E-01,True,OK,FALSE,,Rearray,,292,F03
25,H04,3113430,cro,5.4E-01,True,OK,FALSE,,Rearray,,293,F09
25,H05,3116799,SO_2993,5.5E-01,True,OK,FALSE,,Rearray,,294,E07
25,H06,529818,arsP,5.4E-01,True,OK,FALSE,,Rearray,,295,C06
25,H07,3298258,rfbA,5.3E-01,True,OK,FALSE,,Rearray,,296,E09
25,H08,4794843,SO_4600,5.2E-01,True,OK,FALSE,,Rearray,,297,D08
25,H09,279782,ppc,5.0E-01,True,OK,FALSE,,Rearray,,298,E12
25,H10,1128563,SO_1090,4.7E-01,True,OK,FALSE,,Rearray,,298,G11
25,H11,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
25,H12,1582360,SO_1507,4.5E-01,True,OK,FALSE,,Rearray,,300,C09
26,A01,2295966,ppx,4.1E-01,True,OK,FALSE,,Rearray,,300,D10
26,A02,-1,Blank,6.8E-01,False,OK,FALSE,,Rearray,,,
26,A03,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
26,A04,3823584,hmuA,5.1E-01,True,OK,FALSE,,Rearray,,302,C02
26,A05,831606,metE,5.3E-01,True,OK,FALSE,,Rearray,,302,G12
26,A06,2739682,yebR,5.5E-01,True,OK,FALSE,,Rearray,,303,D01
26,A07,4564938,SO_4371,5.1E-01,True,OK,FALSE,,Rearray,,303,G07
26,A08,2135914,SO_2039,5.5E-01,True,OK,FALSE,,Rearray,,304,G11
26,A09,2712467,SO_2585,5.0E-01,True,OK,FALSE,,Rearray,,305,F06
26,A10,763104,fbpA,5.1E-01,True,OK,FALSE,,Rearray,,306,F11
26,A11,4594421,rbn,5.0E-01,True,OK,FALSE,,Rearray,,307,C01
26,A12,-1,Blank,6.7E-01,True,CC,FALSE,,Rearray,,,
26,B01,3008976,nhaB,4.9E-01,True,OK,FALSE,Yes,Rearray,,300,D02
26,B02,1108295,SO_1067,5.2E-01,True,OK,FALSE,,Rearray,,301,B01
26,B03,3534917,SO_3393,5.5E-01,True,OK,FALSE,,Rearray,,301,G03
26,B04,2170549,hisD,6.1E-01,True,OK,FALSE,,Rearray,,302,C06
26,B05,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
26,B06,2099405,SO_1999,5.8E-01,True,OK,FALSE,,Rearray,,303,E01
26,B07,1542388,SO_1480,5.8E-01,True,OK,FALSE,,Rearray,,303,H11
26,B08,2301424,yegD,5.7E-01,True,OK,FALSE,,Rearray,,304,G02
26,B09,784726,SO_0771,5.7E-01,True,OK,FALSE,,Rearray,,305,G04
26,B10,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
26,B11,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
26,B12,4391766,murC,5.5E-01,True,OK,FALSE,,Rearray,,308,G10
26,C01,-1,Blank,6.8E-01,False,OK,FALSE,,Rearray,,,
26,C02,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
26,C03,3508291,SO_3364,5.6E-01,True,OK,FALSE,,Rearray,,302,A10
26,C04,1687875,pfaE,6.2E-01,True,OK,FALSE,,Rearray,,302,D10
26,C05,1038078,SO_1003,6.3E-01,True,OK,FALSE,,Rearray,,302,H10
26,C06,3981314,SO_3831,5.8E-01,True,OK,FALSE,,Rearray,,303,E03
26,C07,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
26,C08,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
26,C09,2878462,tsaA,6.0E-01,True,OK,FALSE,,Rearray,,305,G07
26,C10,400023,SO_0384,5.6E-01,True,OK,FALSE,,Rearray,,306,F05
26,C11,4449306,SO_4270,5.6E-01,True,OK,FALSE,,Rearray,,307,D04
26,C12,4651982,SO_4465,5.3E-01,True,OK,FALSE,,Rearray,,308,G12
26,D01,3662521,hexB,4.5E-01,True,OK,FALSE,,Rearray,,300,E03
26,D02,3081095,I,5.2E-01,True,OK,FALSE,,Rearray,,301,B05
26,D03,3081644,SO_2942,6.0E-01,True,OK,FALSE,,Rearray,,302,B10
26,D04,183432,yrfG,6.2E-01,True,OK,FALSE,,Rearray,,302,D11
26,D05,4197980,SO_4044,6.1E-01,True,OK,FALSE,,Rearray,,302,H06
26,D06,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
26,D07,2003990,SO_1903,6.3E-01,True,OK,FALSE,,Rearray,,304,C01
26,D08,873847,SO_0850,6.3E-01,True,OK,FALSE,,Rearray,,304,H07
26,D09,1141870,SO_1100,6.2E-01,True,OK,FALSE,,Rearray,,305,H10
26,D10,4989257,higA,6.0E-01,True,OK,FALSE,,Rearray,,306,G04
26,D11,4434363,SO_4258,6.0E-01,True,OK,FALSE,,Rearray,,307,G03
26,D12,1481619,ifcR,5.6E-01,True,OK,FALSE,,Rearray,,308,G02
26,E01,5044505,parB,4.9E-01,True,OK,FALSE,,Rearray,,300,E09
26,E02,2610360,edd,5.1E-01,True,OK,FALSE,,Rearray,,301,C12
26,E03,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
26,E04,751242,SO_0736,6.1E-01,True,OK,FALSE,,Rearray,,302,D02
26,E05,2661681,SO_2533,6.2E-01,True,OK,FALSE,,Rearray,,303,A01
26,E06,3696766,xfp,6.2E-01,True,OK,FALSE,,Rearray,,303,F11
26,E07,1203947,rimI,6.3E-01,True,OK,FALSE,,Rearray,,304,C06
26,E08,4671487,SO_4481,6.4E-01,True,OK,FALSE,,Rearray,,305,C07
26,E09,1685379,pfaA,6.3E-01,True,OK,FALSE,,Rearray,,306,A03
26,E10,1956217,SO_1863,5.9E-01,True,OK,FALSE,,Rearray,,306,G05
26,E11,4733340,SO_4811,5.6E-01,True,OK,FALSE,,Rearray,,307,G08
26,E12,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
26,F01,3554200,thrC,4.7E-01,True,OK,FALSE,,Rearray,,300,F08
26,F02,4370209,tatB,5.3E-01,True,OK,TRUE,Yes,Rearray,,301,C03
26,F03,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
26,F04,2306800,pdsO,6.4E-01,True,OK,FALSE,,Rearray,,302,E10
26,F05,2524358,nrdB,6.4E-01,True,OK,FALSE,,Rearray,,303,B08
26,F06,3094794,SO_2957,6.2E-01,True,OK,FALSE,,Rearray,,303,G01
26,F07,4550748,SO_4357,6.1E-01,True,OK,FALSE,,Rearray,,304,C07
26,F08,953908,SO_0924,6.4E-01,True,OK,FALSE,,Rearray,,305,D05
26,F09,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
26,F10,2224166,SO_2119,5.7E-01,True,OK,FALSE,,Rearray,,306,G08
26,F11,1001236,ldhA,5.7E-01,True,OK,FALSE,,Rearray,,308,B10
26,F12,5104769,SO_A0182,5.6E-01,True,OK,FALSE,,Rearray,,308,H07
26,G01,-1,Blank,6.5E-01,False,OK,FALSE,,Rearray,,,
26,G02,3474974,SO_3323,5.0E-01,True,OK,FALSE,,Rearray,,301,D09
26,G03,3656084,nagX,5.8E-01,True,OK,FALSE,,Rearray,,302,C01
26,G04,688225,SO_4832,6.0E-01,True,OK,FALSE,,Rearray,,302,F04
26,G05,-1,Blank,8.2E-01,False,OK,FALSE,,Rearray,,,
26,G06,670323,ner,6.1E-01,True,OK,FALSE,,Rearray,,303,G05
26,G07,4816553,SO_4620,6.0E-01,True,OK,FALSE,,Rearray,,304,D11
26,G08,1033794,chaA,5.9E-01,True,OK,FALSE,,Rearray,,305,E05
26,G09,1943897,uup,5.6E-01,True,OK,FALSE,,Rearray,,306,E02
26,G10,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
26,G11,2155362,frmB,5.3E-01,True,OK,FALSE,,Rearray,,308,C07
26,G12,4772395,SO_4577,5.2E-01,True,OK,FALSE,,Rearray,,308,H08
26,H01,4673445,dhc,4.0E-01,True,OK,FALSE,,Rearray,,300,H05
26,H02,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
26,H03,1300311,SO_1249,5.4E-01,True,OK,FALSE,,Rearray,,302,C11
26,H04,2605939,yfbR,5.6E-01,True,OK,FALSE,,Rearray,,302,G11
26,H05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
26,H06,1398977,nadB,5.7E-01,True,OK,FALSE,,Rearray,,303,G06
26,H07,3701883,SO_3545,6.0E-01,True,OK,FALSE,,Rearray,,304,E06
26,H08,2662587,SO_2535,5.6E-01,True,OK,FALSE,,Rearray,,305,E09
26,H09,2869841,tolB,6.9E-01,True,OK,FALSE,,Rearray,,306,E07
26,H10,4927125,mobB/moeA,5.4E-01,True,OK,FALSE,,Rearray,,307,B12
26,H11,4355646,tnpA,4.9E-01,True,OK,FALSE,,Rearray,,308,E10
26,H12,4113751,SO_3976,4.7E-01,True,OK,FALSE,,Rearray,,308,H09
27,A01,-1,Blank,6.9E-01,False,OK,FALSE,,Rearray,,,
27,A02,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
27,A03,4470945,pstC,5.8E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,C09
27,A04,5018871,SO_A0060,6.1E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives.,312,D01
27,A05,363601,SO_0355,6.2E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,312,H02
27,A06,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
27,A07,1141574,bolA,7.0E-01,True,OK,FALSE,,Rearray,,315,A06
27,A08,3083204,SO_2944,5.8E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,315,E12
27,A09,2847261,mdoG,6.4E-01,True,OK,FALSE,,Rearray,,317,D08
27,A10,3477265,SO_3328,6.5E-01,True,OK,FALSE,,Rearray,,319,D05
27,A11,1045633,nuoN,5.7E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives. NADH-ubiquinone oxidoreductase subunit F NuoF,320,F08
27,A12,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
27,B01,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
27,B02,3239028,secF,5.8E-01,True,OK,FALSE,Yes,Rearray,,310,G09
27,B03,2061525,SO_1954,6.3E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,E06
27,B04,4784455,SO_4589,6.6E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives.,312,D02
27,B05,2896011,SO_2773,7.9E-01,False,DO,FALSE,,Rearray,,313,A01
27,B06,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
27,B07,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
27,B08,163325,SO_0154,8.0E-01,False,DO,FALSE,,Rearray,,315,H08
27,B09,4641649,etfQ,6.1E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives. Electron transfer flavoprotein-ubiquinone oxidoreductase EtfQ,317,G12
27,B10,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
27,B11,1454030,SO_1397,6.5E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,320,G10
27,B12,4579378,SO_4384,5.8E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,321,F06
27,C01,2659638,SO_2529,5.5E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,309,D11
27,C02,4467282,motA,6.2E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,310,H09
27,C03,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
27,C04,2246926,gadB,7.9E-01,False,DO,FALSE,,Rearray,,312,D05
27,C05,3105671,SO_2975,7.7E-01,False,DO,FALSE,,Rearray,,313,A11
27,C06,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
27,C07,4728882,SO_4537,7.9E-01,False,DO,FALSE,,Rearray,,315,B07
27,C08,4870500,glpG,6.9E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,316,A03
27,C09,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
27,C10,2266963,SO_2153,6.9E-01,True,OK,FALSE,,Rearray,,319,G02
27,C11,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
27,C12,3075132,SO_2938,7.2E-01,False,DO,FALSE,,Rearray,,322,A05
27,D01,2236371,tnpA,5.4E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,310,A08
27,D02,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
27,D03,3662993,SO_3510,6.4E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,E08
27,D04,785562,folM,6.8E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,312,E02
27,D05,804411,SO_0790,7.1E-01,False,DO,FALSE,,Rearray,,313,E02
27,D06,-1,Blank,8.3E-01,False,OK,FALSE,,Rearray,,,
27,D07,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
27,D08,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
27,D09,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
27,D10,4950133,menB,6.7E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives. Definitely want to try this one. ,319,H12
27,D11,3812952,SO_3660,6.3E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,320,H09
27,D12,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
27,E01,1319083,potF,5.2E-01,True,OK,FALSE,,Rearray,,310,C10
27,E02,3866093,SO_3719,6.1E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,B07
27,E03,1971087,SO_1876,6.5E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,F03
27,E04,3111184,O,7.1E-01,False,DO,FALSE,,Rearray,,312,E04
27,E05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
27,E06,850987,rsmE,6.7E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,314,F06
27,E07,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
27,E08,716571,fsxA,7.5E-01,False,DO,FALSE,,Rearray,,316,E03
27,E09,369190,spoT,7.3E-01,False,DO,FALSE,,Rearray,,318,F12
27,E10,1797361,SO_1708,7.3E-01,False,DO,FALSE,,Rearray,,320,A04
27,E11,4229707,SO_4077,7.7E-01,False,DO,FALSE,,Rearray,,321,A03
27,E12,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
27,F01,1841839,altA,5.1E-01,True,OK,FALSE,,Rearray,,310,D11
27,F02,3789892,hprA,6.0E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,311,B08
27,F03,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
27,F04,851600,endA,6.9E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,312,F11
27,F05,4561817,SO_4366,7.2E-01,False,DO,FALSE,,Rearray,,313,H02
27,F06,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
27,F07,2450381,nadA,7.5E-01,False,DO,FALSE,,Rearray,,315,D10
27,F08,388938,SO_4817,7.6E-01,False,DO,FALSE,,Rearray,,316,E04
27,F09,676301,gemA,7.4E-01,False,DO,FALSE,,Rearray,,318,G10
27,F10,3419354,SO_3279,6.8E-01,True,OK,FALSE,,Rearray,,320,E09
27,F11,201276,cysQ,7.2E-01,False,DO,FALSE,,Rearray,,321,B10
27,F12,611807,SO_0585,6.2E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,323,A05
27,G01,-1,Blank,6.4E-01,False,OK,FALSE,,Rearray,,,
27,G02,5114825,SO_A0154,5.3E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives.,311,C10
27,G03,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
27,G04,4343618,SO_4170,6.7E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,312,F07
27,G05,5035348,SO_A0180,6.7E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,313,H08
27,G06,2473504,SO_2366,7.0E-01,False,DO,FALSE,,Rearray,,314,G07
27,G07,3842897,SO_3691,7.1E-01,False,DO,FALSE,,Rearray,,315,D02
27,G08,1317054,tnpA,7.1E-01,False,DO,FALSE,,Rearray,,316,H02
27,G09,1104321,fklB,7.3E-01,False,DO,FALSE,,Rearray,,318,H01
27,G10,3561618,yfiA,6.6E-01,True,OK,TRUE,Yes,Rearray,Plate 27 is full of hits. Probably false positives.,320,F04
27,G11,1201994,SO_1157,7.0E-01,True,OK,FALSE,,Rearray,,321,B07
27,G12,4459522,SO_4280,5.6E-01,True,OK,FALSE,,Rearray,,323,C01
27,H01,-1,Blank,6.5E-01,False,OK,FALSE,,Rearray,,,
27,H02,-1,Blank,6.7E-01,False,OK,FALSE,,Rearray,,,
27,H03,3620168,SO_3473,5.8E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,312,B07
27,H04,3992529,rsuA,7.4E-01,False,DO,FALSE,,Rearray,,312,G03
27,H05,3658411,nagB,6.3E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,314,B11
27,H06,807388,ycaO,5.3E-01,True,OK,FALSE,,Rearray,,315,A10
27,H07,4334073,fliUV,5.3E-01,True,OK,FALSE,,Rearray,,315,D04
27,H08,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
27,H09,4949277,ccoG,5.7E-01,True,OK,FALSE,,Rearray,,319,C09
27,H10,2808633,SO_2686,5.7E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,320,F05
27,H11,4876787,waaC,5.7E-01,True,OK,TRUE,,Rearray,Plate 27 is full of hits. Probably false positives.,321,B09
27,H12,-1,Blank,7.3E-01,False,OK,FALSE,,Rearray,,,
28,A01,2779450,SO_2643,4.1E-01,True,OK,FALSE,,Rearray,,323,C08
28,A02,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
28,A03,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
28,A04,-1,Blank,7.6E-01,False,OK,FALSE,,Rearray,,,
28,A05,1014292,SO_0986,5.4E-01,True,OK,FALSE,,Rearray,,328,C11
28,A06,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
28,A07,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
28,A08,1771812,SO_1686,5.3E-01,True,OK,FALSE,,Rearray,,331,G09
28,A09,683301,gpD,5.3E-01,True,OK,FALSE,,Rearray,,332,H07
28,A10,3886549,pntB,5.1E-01,True,OK,FALSE,,Rearray,,334,A05
28,A11,111912,fdnH,5.1E-01,True,OK,FALSE,,Rearray,,335,B01
28,A12,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
28,B01,4951153,SO_4740,4.6E-01,True,OK,FALSE,,Rearray,,323,D12
28,B02,104834,hutU,5.4E-01,True,OK,FALSE,,Rearray,,324,E06
28,B03,905260,sfsA,5.7E-01,True,OK,FALSE,,Rearray,,326,G01
28,B04,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
28,B05,4578108,fabF,6.0E-01,True,OK,FALSE,,Rearray,,328,D02
28,B06,3852598,SO_3701,6.0E-01,True,OK,FALSE,,Rearray,,330,C12
28,B07,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
28,B08,3360689,fliL,5.8E-01,True,OK,FALSE,Yes,Rearray,,331,H01
28,B09,1769487,ivdF,6.0E-01,True,OK,FALSE,,Rearray,,333,B01
28,B10,3560078,SO_3420,5.8E-01,True,OK,FALSE,,Rearray,,334,B09
28,B11,207127,selD,5.6E-01,True,OK,FALSE,,Rearray,,335,B07
28,B12,4828807,ompR,5.5E-01,True,OK,FALSE,,Rearray,,336,D04
28,C01,2968439,SO_2850,4.4E-01,True,OK,FALSE,,Rearray,,323,H09
28,C02,-1,Blank,7.5E-01,False,OK,FALSE,,Rearray,,,
28,C03,1190113,SO_1146,6.9E-01,True,OK,FALSE,,Rearray,,326,G04
28,C04,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
28,C05,-1,Blank,8.4E-01,False,OK,FALSE,,Rearray,,,
28,C06,3782091,SO_3621,6.3E-01,True,OK,FALSE,,Rearray,,330,C02
28,C07,2003289,gnd,6.1E-01,True,OK,FALSE,,Rearray,,331,D10
28,C08,2341193,SO_2224,5.8E-01,True,OK,FALSE,,Rearray,,332,C07
28,C09,2803650,gpH,5.9E-01,True,OK,FALSE,,Rearray,,333,C11
28,C10,2471334,ccoN,5.9E-01,True,OK,FALSE,,Rearray,,334,C01
28,C11,3130031,trpE,5.9E-01,True,OK,FALSE,,Rearray,,335,C12
28,C12,4336938,hslU,5.6E-01,True,OK,FALSE,,Rearray,,336,G07
28,D01,4415973,SO_4238,4.3E-01,True,OK,FALSE,,Rearray,,324,A03
28,D02,3848622,SO_3697,5.4E-01,True,OK,FALSE,,Rearray,,325,B11
28,D03,852995,SO_0835,5.9E-01,True,OK,FALSE,,Rearray,,326,G07
28,D04,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
28,D05,5013578,SO_A0051,6.5E-01,True,OK,FALSE,,Rearray,,328,E05
28,D06,409690,frdC,6.3E-01,True,OK,FALSE,,Rearray,,330,C03
28,D07,53871,SO_0047,6.0E-01,True,OK,FALSE,,Rearray,,331,E04
28,D08,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
28,D09,155720,SO_0147,6.0E-01,True,OK,FALSE,,Rearray,,333,D08
28,D10,2941755,tnpA,5.8E-01,True,OK,FALSE,,Rearray,,334,D10
28,D11,395868,SO_0381,5.8E-01,True,OK,FALSE,,Rearray,,335,C08
28,D12,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
28,E01,1149224,nqrC,4.7E-01,True,OK,FALSE,,Rearray,,324,B10
28,E02,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
28,E03,1391422,SO_1333,6.0E-01,True,OK,FALSE,,Rearray,,326,H01
28,E04,-1,Blank,6.7E-01,True,CC,FALSE,,Rearray,,,
28,E05,1853079,srpA,6.5E-01,True,OK,FALSE,,Rearray,,328,F05
28,E06,-1,Blank,6.9E-01,True,CC,FALSE,,Rearray,,,
28,E07,3891952,lpxL,6.4E-01,True,OK,FALSE,Yes,Rearray,,331,E05
28,E08,1001,SO_0002,6.2E-01,True,OK,FALSE,,Rearray,,332,D05
28,E09,1943194,SO_1852,6.1E-01,True,OK,FALSE,,Rearray,,333,F05
28,E10,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
28,E11,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
28,E12,411452,frdA,5.2E-01,True,OK,FALSE,,Rearray,,337,A11
28,F01,2700814,SO_2570,4.4E-01,True,OK,FALSE,,Rearray,,324,C11
28,F02,3511526,mutY,5.3E-01,True,OK,FALSE,,Rearray,,325,F01
28,F03,2272900,SO_2158,5.7E-01,True,OK,FALSE,,Rearray,,327,A01
28,F04,3869064,SO_3724,6.1E-01,True,OK,FALSE,,Rearray,,327,G05
28,F05,-1,Blank,8.0E-01,False,OK,FALSE,,Rearray,,,
28,F06,-1,Blank,8.1E-01,False,OK,FALSE,,Rearray,,,
28,F07,2767353,rluE,6.2E-01,True,OK,FALSE,,Rearray,,331,F11
28,F08,663257,ppiC,6.1E-01,True,OK,FALSE,,Rearray,,332,F11
28,F09,203117,SO_0194,5.9E-01,True,OK,FALSE,,Rearray,,333,G03
28,F10,1855227,SO_1775,5.7E-01,True,OK,FALSE,,Rearray,,334,G11
28,F11,140623,ubiC,5.4E-01,True,OK,FALSE,,Rearray,,335,H03
28,F12,2415434,ald,5.3E-01,True,OK,FALSE,,Rearray,,337,B08
28,G01,-1,Blank,6.9E-01,False,OK,FALSE,,Rearray,,,
28,G02,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
28,G03,3787476,hprA,5.7E-01,True,OK,FALSE,,Rearray,,327,A02
28,G04,4082585,motX,6.0E-01,True,OK,FALSE,,Rearray,,327,H07
28,G05,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
28,G06,3080456,J,5.8E-01,True,OK,FALSE,,Rearray,,330,E10
28,G07,3741713,SO_3576,5.8E-01,True,OK,FALSE,,Rearray,,331,F12
28,G08,4171561,mdtL,5.7E-01,True,OK,FALSE,,Rearray,,332,F06
28,G09,337465,SO_0336,5.5E-01,True,OK,FALSE,,Rearray,,333,H04
28,G10,2798268,SO_2669,5.2E-01,True,OK,FALSE,,Rearray,,334,H04
28,G11,2326735,gluP,5.3E-01,True,OK,FALSE,,Rearray,,336,B12
28,G12,-1,Blank,7.0E-01,True,CC,FALSE,,Rearray,,,
28,H01,2532129,SO_2422,4.0E-01,True,OK,FALSE,,Rearray,,324,D07
28,H02,-1,Blank,7.0E-01,False,OK,FALSE,,Rearray,,,
28,H03,-1,Blank,7.1E-01,False,OK,FALSE,,Rearray,,,
28,H04,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
28,H05,3253240,SO_3125,5.1E-01,True,OK,FALSE,,Rearray,,330,A10
28,H06,1781271,SO_1694,5.1E-01,True,OK,FALSE,,Rearray,,330,H11
28,H07,-1,Blank,5.3E-01,True,CC,FALSE,,Rearray,,,
28,H08,-1,Blank,7.4E-01,False,OK,FALSE,,Rearray,,,
28,H09,2430507,cheA,4.7E-01,True,OK,FALSE,,Rearray,,333,H08
28,H10,1495221,dmsH,4.4E-01,True,OK,FALSE,Yes,Rearray,,334,H09
28,H11,3825757,exbD,4.5E-01,True,OK,FALSE,,Rearray,,336,B08
28,H12,5082809,SO_A0127,4.2E-01,True,OK,FALSE,,Rearray,,337,C09
29,A01,3723265,SO_3562,4.0E-01,True,OK,FALSE,,Rearray,,337,D04
29,A02,1417473,tyrA,4.6E-01,True,OK,FALSE,,Rearray,,338,A08
29,A03,2967888,SO_2849,5.0E-01,True,OK,FALSE,,Rearray,,338,E03
29,A04,3256725,SO_3128,5.0E-01,True,OK,FALSE,,Rearray,,339,B12
29,A05,3425593,cydB,5.3E-01,True,OK,FALSE,,Rearray,,340,F05
29,A06,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
29,A07,-1,Blank,7.7E-01,False,OK,FALSE,,Rearray,,,
29,A08,-1,Blank,7.8E-01,False,OK,FALSE,,Rearray,,,
29,A09,-1,Blank,7.9E-01,False,OK,FALSE,,Rearray,,,
29,A10,3672649,ndh,5.0E-01,True,OK,FALSE,,Rearray,,344,G03
29,A11,4167096,SO_4019,4.8E-01,True,OK,FALSE,,Rearray,,345,H04
29,A12,1075633,cobS,4.6E-01,True,OK,FALSE,,Rearray,,347,C02
29,B01,-1,Blank,6.8E-01,False,OK,FALSE,,Rearray,,,
29,B02,-1,Blank,7.2E-01,False,OK,FALSE,,Rearray,,,
29,B03,1471709,SO_1414,5.4E-01,True,OK,FALSE,,Rearray,,338,G03
29,B04,4821159,SO_4625,5.9E-01,True,OK,FALSE,,Rearray,,339,C12
