#Condensed Collection Plate,Condensed Collection Row,Condensed Collection Column,Condensed Collection Well,Condensed Collection Plate Row,Condensed Collection Plate Column,Progenitor Collection Plate,Progenitor Collection Row,Progenitor Collection Column,Progenitor Collection Well,Condensation Type,Desired Transposon Coordinate,Desired Feature,Desired Locus Tag
138,E,4,E04,1,138,220,G,6,G06,Rearray,1541214,SO_1478,SO_1478
138,F,4,F04,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,G,4,G04,1,138,220,G,7,G07,Rearray,2813433,gpM,SO_2694
138,H,4,H04,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,A,5,A05,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,B,5,B05,1,138,220,A,8,A08,Rearray,611823,SO_0585,SO_0585
138,C,5,C05,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,D,5,D05,1,138,220,A,9,A09,Rearray,3404730,SO_3267,SO_3267
138,E,5,E05,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,F,5,F05,1,138,220,D,9,D09,Rearray,4626646,cooA,SO_4435
138,G,5,G05,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,H,5,H05,1,138,220,E,9,E09,Rearray,597689,SO_0576,SO_0576
138,A,6,A06,1,138,221,A,10,A10,Rearray,1062086,tnpA,SO_1025
138,B,6,B06,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,C,6,C06,1,138,221,E,12,E12,Rearray,3125995,int,SO_3013
138,D,6,D06,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,E,6,E06,1,138,221,C,6,C06,Rearray,3335157,rfaH,SO_3194
138,F,6,F06,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,G,6,G06,1,138,221,D,9,D09,Rearray,403634,SO_0389,SO_0389
138,H,6,H06,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,A,7,A07,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,B,7,B07,1,138,222,G,10,G10,Rearray,807203,ycaO,SO_0795
138,C,7,C07,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,D,7,D07,1,138,222,F,11,F11,Rearray,1580261,SO_1506,SO_1506
138,E,7,E07,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,F,7,F07,1,138,222,E,12,E12,Rearray,732990,sorB,SO_0716
138,G,7,G07,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,H,7,H07,1,138,222,B,2,B02,Rearray,1122253,SO_1081,SO_1081
138,A,8,A08,1,138,222,E,3,E03,Rearray,661227,mrcB,SO_0633
138,B,8,B08,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,C,8,C08,1,138,222,G,4,G04,Rearray,1384542,hptA,SO_1327
138,D,8,D08,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,E,8,E08,1,138,222,A,6,A06,Rearray,5088781,SO_A0135,SO_A0135
138,F,8,F08,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,G,8,G08,1,138,222,F,6,F06,Rearray,3237447,SO_3108,SO_3108
138,H,8,H08,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,A,9,A09,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,B,9,B09,1,138,222,A,7,A07,Rearray,351291,prpC,SO_0344
138,C,9,C09,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,D,9,D09,1,138,222,E,8,E08,Rearray,3250220,sstT,SO_3122
138,E,9,E09,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,F,9,F09,1,138,223,B,1,B01,Rearray,4569666,SO_4375,SO_4375
138,G,9,G09,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,H,9,H09,1,138,223,D,3,D03,Rearray,4566419,SO_4373,SO_4373
138,A,10,A10,1,138,223,A,4,A04,Rearray,1927537,SO_1835,SO_1835
138,B,10,B10,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,C,10,C10,1,138,223,G,5,G05,Rearray,1791285,SO_1700,SO_1700
138,D,10,D10,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,E,10,E10,1,138,224,C,11,C11,Rearray,1111716,SO_1071,SO_1071
138,F,10,F10,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,G,10,G10,1,138,224,G,11,G11,Rearray,3054896,gltS,SO_2923
138,H,10,H10,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,A,11,A11,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,B,11,B11,1,138,224,D,2,D02,Rearray,2676070,SO_2544,SO_2544
138,C,11,C11,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,D,11,D11,1,138,224,D,5,D05,Rearray,1933127,exeS,SO_1844
138,E,11,E11,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,F,11,F11,1,138,224,C,6,C06,Rearray,3330167,wzz,SO_3191
138,G,11,G11,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,H,11,H11,1,138,224,B,7,B07,Rearray,1756953,fahA,SO_1670
138,A,12,A12,1,138,224,G,8,G08,Rearray,2548534,SO_2437,SO_2437
138,B,12,B12,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,C,12,C12,1,138,224,E,9,E09,Rearray,268336,ccmH,SO_0268
138,D,12,D12,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,E,12,E12,1,138,224,G,9,G09,Rearray,3114570,SO_2991,SO_2991
138,F,12,F12,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
138,G,12,G12,1,138,225,G,11,G11,Rearray,981613,SO_0946,SO_0946
138,H,12,H12,1,138,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,1,A01,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,1,B01,1,139,225,F,2,F02,Rearray,4365762,hutG,SO_4198
139,C,1,C01,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,1,D01,1,139,225,H,3,H03,Rearray,3523079,phrB,SO_3384
139,E,1,E01,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,1,F01,1,139,225,F,5,F05,Rearray,1538361,tmRNA,SO_m003
139,G,1,G01,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,1,H01,1,139,225,H,6,H06,Rearray,183876,SO_0179,SO_0179
139,A,2,A02,1,139,225,C,8,C08,Rearray,3401507,SO_3265,SO_3265
139,B,2,B02,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,2,C02,1,139,226,A,1,A01,Rearray,868733,napG,SO_0847
139,D,2,D02,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,2,E02,1,139,226,D,10,D10,Rearray,3245927,SO_3118,SO_3118
139,F,2,F02,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,2,G02,1,139,226,B,11,B11,Rearray,4427333,dut,SO_4250
139,H,2,H02,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,3,A03,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,3,B03,1,139,226,H,11,H11,Rearray,4403925,mraZ,SO_4228
139,C,3,C03,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,3,D03,1,139,226,C,5,C05,Rearray,2885720,SO_2763,SO_2763
139,E,3,E03,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,3,F03,1,139,226,A,7,A07,Rearray,3935793,rhlE,SO_3783
139,G,3,G03,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,3,H03,1,139,226,C,8,C08,Rearray,3607034,SO_3461,SO_3461
139,A,4,A04,1,139,227,A,2,A02,Rearray,1448920,atoE,SO_1391
139,B,4,B04,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,4,C04,1,139,227,D,2,D02,Rearray,4738725,SO_4539,SO_4539
139,D,4,D04,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,4,E04,1,139,227,D,4,D04,Rearray,1767714,ivdD,SO_1680
139,F,4,F04,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,4,G04,1,139,227,G,4,G04,Rearray,244083,tufA,SO_0229
139,H,4,H04,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,5,A05,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,5,B05,1,139,227,D,5,D05,Rearray,2644222,SO_2518,SO_2518
139,C,5,C05,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,5,D05,1,139,227,H,5,H05,Rearray,3901203,SO_3751,tnpA,SO_3751
139,E,5,E05,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,5,F05,1,139,227,A,6,A06,Rearray,4468148,SO_4288,SO_4288
139,G,5,G05,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,5,H05,1,139,227,C,6,C06,Rearray,1357912,SO_1305,SO_1305
139,A,6,A06,1,139,227,G,7,G07,Rearray,2955060,SO_2836,SO_2836
139,B,6,B06,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,6,C06,1,139,227,H,8,H08,Rearray,213181,SO_0205,SO_0205
139,D,6,D06,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,6,E06,1,139,228,F,11,F11,Rearray,3800171,apaH,SO_3641
139,F,6,F06,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,6,G06,1,139,228,C,2,C02,Rearray,2408026,norM,SO_2295
139,H,6,H06,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,7,A07,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,7,B07,1,139,228,D,4,D04,Rearray,748496,SO_0733,SO_0733
139,C,7,C07,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,7,D07,1,139,228,B,5,B05,Rearray,2131139,SO_2034,SO_2034
139,E,7,E07,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,7,F07,1,139,228,G,6,G06,Rearray,4913672,SO_4711,SO_4711
139,G,7,G07,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,7,H07,1,139,229,H,11,H11,Rearray,2782019,ppsA,SO_2644
139,A,8,A08,1,139,229,C,2,C02,Rearray,4709354,fdhC,SO_4515
139,B,8,B08,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,8,C08,1,139,229,C,3,C03,Rearray,646159,astD,SO_0619
139,D,8,D08,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,8,E08,1,139,229,C,5,C05,Rearray,1741565,SO_1653,SO_1653
139,F,8,F08,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,8,G08,1,139,23,C,11,C11,Rearray,946011,yjjX,SO_0917
139,H,8,H08,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,9,A09,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,9,B09,1,139,23,A,12,A12,Rearray,3530017,SO_3389,SO_3389
139,C,9,C09,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,9,D09,1,139,23,F,12,F12,Rearray,3407050,SO_3269,SO_3269
139,E,9,E09,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,9,F09,1,139,23,C,2,C02,Rearray,92521,SO_0078,SO_0078
139,G,9,G09,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,9,H09,1,139,23,F,2,F02,Rearray,2528135,fadH,SO_2419
139,A,10,A10,1,139,23,A,4,A04,Rearray,1663325,SO_1587,SO_1587
139,B,10,B10,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,10,C10,1,139,23,D,7,D07,Rearray,68432,nlpC,SO_0061
139,D,10,D10,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,10,E10,1,139,230,D,11,D11,Rearray,3645846,SO_3495,SO_3495
139,F,10,F10,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,10,G10,1,139,230,E,3,E03,Rearray,1402857,lepA,SO_1346
139,H,10,H10,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,A,11,A11,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,B,11,B11,1,139,230,H,3,H03,Rearray,5076249,SO_A0181,SO_A0181
139,C,11,C11,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,D,11,D11,1,139,230,D,4,D04,Rearray,1057099,nuoE,SO_1018
139,E,11,E11,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,F,11,F11,1,139,230,D,7,D07,Rearray,3314139,wbpQ,SO_3175
139,G,11,G11,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,H,11,H11,1,139,230,G,7,G07,Rearray,3358576,fliP,SO_3218
139,A,12,A12,1,139,230,H,7,H07,Rearray,3228573,SO_3102,SO_3102
139,B,12,B12,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,C,12,C12,1,139,230,E,8,E08,Rearray,319782,potE,SO_0313
139,D,12,D12,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,E,12,E12,1,139,230,A,9,A09,Rearray,905261,sfsA,SO_0875
139,F,12,F12,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
139,G,12,G12,1,139,230,F,9,F09,Rearray,3850153,SO_4805,SO_4805
139,H,12,H12,1,139,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,1,A01,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,1,B01,1,140,231,E,2,E02,Rearray,2634067,SO_2507,SO_2507
140,C,1,C01,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,1,D01,1,140,231,D,5,D05,Rearray,1815529,SO_1728,SO_1728
140,E,1,E01,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,1,F01,1,140,231,E,5,E05,Rearray,1048262,nuoM,SO_1010
140,G,1,G01,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,1,H01,1,140,231,C,7,C07,Rearray,1125923,SO_1086,SO_1086
140,A,2,A02,1,140,232,F,1,F01,Rearray,3559203,SO_3418,SO_3418
140,B,2,B02,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,2,C02,1,140,232,A,10,A10,Rearray,1536127,SO_1470,SO_1470
140,D,2,D02,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,2,E02,1,140,232,G,10,G10,Rearray,928470,SO_0900,SO_0900
140,F,2,F02,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,2,G02,1,140,232,F,11,F11,Rearray,4608684,kynA,SO_4414
140,H,2,H02,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,3,A03,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,3,B03,1,140,232,G,11,G11,Rearray,4030788,SO_3884,SO_3884
140,C,3,C03,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,3,D03,1,140,232,F,2,F02,Rearray,4793255,SO_4599,SO_4599
140,E,3,E03,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,3,F03,1,140,232,C,3,C03,Rearray,2456963,SO_t042,SO_t042
140,G,3,G03,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,3,H03,1,140,232,A,5,A05,Rearray,2446883,bkdA1,SO_2339
140,A,4,A04,1,140,232,B,6,B06,Rearray,1633628,SO_1557,SO_1557
140,B,4,B04,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,4,C04,1,140,232,C,8,C08,Rearray,2823168,topA,SO_2705
140,D,4,D04,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,4,E04,1,140,232,G,8,G08,Rearray,1476663,SO_1418,SO_1418
140,F,4,F04,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,4,G04,1,140,233,C,1,C01,Rearray,3622360,SO_3476,SO_3476
140,H,4,H04,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,5,A05,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,5,B05,1,140,233,G,11,G11,Rearray,5082137,SO_A0126,SO_A0126
140,C,5,C05,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,5,D05,1,140,233,C,2,C02,Rearray,1351009,SO_1299,SO_1299
140,E,5,E05,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,5,F05,1,140,233,A,6,A06,Rearray,4827468,tex,SO_4629
140,G,5,G05,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,5,H05,1,140,233,F,6,F06,Rearray,3567745,SO_t088,SO_t088
140,A,6,A06,1,140,233,B,9,B09,Rearray,2097358,SO_1997,SO_1997
140,B,6,B06,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,6,C06,1,140,234,D,1,D01,Rearray,4592520,SO_4399,SO_4399
140,D,6,D06,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,6,E06,1,140,234,E,10,E10,Rearray,550986,SO_0528,SO_0528
140,F,6,F06,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,6,G06,1,140,234,D,11,D11,Rearray,1023806,SO_0990,SO_0990
140,H,6,H06,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,7,A07,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,7,B07,1,140,234,H,11,H11,Rearray,2976488,hypR,SO_2852
140,C,7,C07,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,7,D07,1,140,234,A,12,A12,Rearray,3247718,agaO,SO_3120
140,E,7,E07,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,7,F07,1,140,234,F,12,F12,Rearray,2682370,osmY,SO_2549
140,G,7,G07,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,7,H07,1,140,234,B,5,B05,Rearray,2612327,zwf,SO_2489
140,A,8,A08,1,140,234,E,8,E08,Rearray,1108957,SO_1068,SO_1068
140,B,8,B08,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,8,C08,1,140,235,E,1,E01,Rearray,135824,SO_0127,SO_0127
140,D,8,D08,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,8,E08,1,140,235,H,10,H10,Rearray,1494531,dmsG,SO_1431
140,F,8,F08,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,8,G08,1,140,235,D,11,D11,Rearray,3159392,SO_3047,SO_3047
140,H,8,H08,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,9,A09,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,9,B09,1,140,235,C,2,C02,Rearray,153801,SO_0145,SO_0145
140,C,9,C09,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,9,D09,1,140,235,C,9,C09,Rearray,799259,SO_0783,SO_0783
140,E,9,E09,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,9,F09,1,140,236,D,1,D01,Rearray,3592975,SO_3449,SO_3449
140,G,9,G09,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,9,H09,1,140,236,B,11,B11,Rearray,1360014,SO_1309,SO_1309
140,A,10,A10,1,140,236,H,2,H02,Rearray,4714524,SO_4520,SO_4520
140,B,10,B10,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,10,C10,1,140,236,A,3,A03,Rearray,3386417,flgE,SO_3247
140,D,10,D10,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,10,E10,1,140,236,E,3,E03,Rearray,1008257,glpD,SO_0978
140,F,10,F10,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,10,G10,1,140,236,C,8,C08,Rearray,3333261,wza,SO_3193
140,H,10,H10,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,A,11,A11,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,B,11,B11,1,140,237,A,1,A01,Rearray,676598,mor,SO_0652
140,C,11,C11,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,D,11,D11,1,140,237,B,11,B11,Rearray,3708134,SO_3551,SO_3551
140,E,11,E11,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,F,11,F11,1,140,237,A,12,A12,Rearray,1007308,ohrA,SO_0976
140,G,11,G11,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,H,11,H11,1,140,237,E,2,E02,Rearray,376082,SO_0365,SO_0365
140,A,12,A12,1,140,237,G,7,G07,Rearray,4666119,cpxA,SO_4478
140,B,12,B12,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,C,12,C12,1,140,237,G,8,G08,Rearray,528245,SO_0501,SO_0501
140,D,12,D12,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,E,12,E12,1,140,237,E,9,E09,Rearray,1581931,SO_1507,SO_1507
140,F,12,F12,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
140,G,12,G12,1,140,237,G,9,G09,Rearray,2144540,SO_2046,SO_2046
140,H,12,H12,1,140,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,A,1,A01,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,B,1,B01,1,141,238,A,11,A11,Rearray,1256885,pnpA,SO_1209
141,C,1,C01,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,D,1,D01,1,141,238,H,2,H02,Rearray,3577726,rpoS,SO_3432
141,E,1,E01,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,F,1,F01,1,141,238,H,5,H05,Rearray,2429081,SO_2319,SO_2319
141,G,1,G01,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,H,1,H01,1,141,238,A,6,A06,Rearray,4904054,gor,SO_4702
141,A,2,A02,1,141,238,F,6,F06,Rearray,1396788,SO_1339,SO_1339
141,B,2,B02,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,C,2,C02,1,141,238,C,8,C08,Rearray,5026997,SO_A0070,SO_A0070
141,D,2,D02,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,E,2,E02,1,141,238,G,8,G08,Rearray,898881,SO_0868,SO_0868
141,F,2,F02,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,G,2,G02,1,141,238,C,9,C09,Rearray,2692542,gloB,SO_2563
141,H,2,H02,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,A,3,A03,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,B,3,B03,1,141,238,E,9,E09,Rearray,3217447,batA,SO_3093
141,C,3,C03,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,D,3,D03,1,141,239,C,1,C01,Rearray,3339890,SO_3198,SO_3198
141,E,3,E03,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,F,3,F03,1,141,239,G,12,G12,Rearray,28445,yigZ,SO_0023
141,G,3,G03,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,H,3,H03,1,141,239,E,2,E02,Rearray,2474364,SO_2367,SO_2367
141,A,4,A04,1,141,239,E,6,E06,Rearray,536234,accB,SO_0511
141,B,4,B04,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,C,4,C04,1,141,239,F,7,F07,Rearray,1419961,hcr,SO_1364
141,D,4,D04,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,E,4,E04,1,141,239,G,9,G09,Rearray,1313520,puuR,SO_1265
141,F,4,F04,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,G,4,G04,1,141,24,B,1,B01,Rearray,2831275,thiK,SO_2712
141,H,4,H04,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,A,5,A05,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,B,5,B05,1,141,24,G,11,G11,Rearray,2764118,cspD,SO_2628
141,C,5,C05,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,D,5,D05,1,141,24,G,12,G12,Rearray,323556,ybcL,SO_0316
141,E,5,E05,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,F,5,F05,1,141,24,A,2,A02,Rearray,4610859,SO_4418,SO_4418
141,G,5,G05,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,H,5,H05,1,141,24,C,2,C02,Rearray,489583,SO_0466,SO_0466
141,A,6,A06,1,141,24,D,2,D02,Rearray,4522944,SO_4329,SO_4329
141,B,6,B06,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,C,6,C06,1,141,24,G,5,G05,Rearray,3303592,rffG,SO_3167
141,D,6,D06,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,E,6,E06,1,141,24,G,6,G06,Rearray,4341830,SO_4169,SO_4169
141,F,6,F06,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,G,6,G06,1,141,24,E,9,E09,Rearray,987560,dsbC,SO_0951
141,H,6,H06,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,A,7,A07,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,B,7,B07,1,141,24,F,9,F09,Rearray,2805210,gpF,SO_2681
141,C,7,C07,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,D,7,D07,1,141,240,B,1,B01,Rearray,1065430,SO_1027,SO_1027
141,E,7,E07,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,F,7,F07,1,141,240,A,10,A10,Rearray,3376333,fliC,SO_3237
141,G,7,G07,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,H,7,H07,1,141,240,D,11,D11,Rearray,3090221,M,SO_2952
141,A,8,A08,1,141,240,E,11,E11,Rearray,131794,SO_0122,SO_0122
141,B,8,B08,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,C,8,C08,1,141,240,G,11,G11,Rearray,703713,SO_0683,SO_0683
141,D,8,D08,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,E,8,E08,1,141,240,H,12,H12,Rearray,3095695,SO_2959,SO_2959
141,F,8,F08,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,G,8,G08,1,141,240,D,5,D05,Rearray,1015178,SO_0987,SO_0987
141,H,8,H08,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,A,9,A09,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,B,9,B09,1,141,240,E,5,E05,Rearray,574437,SO_0554,SO_0554
141,C,9,C09,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,D,9,D09,1,141,240,H,9,H09,Rearray,3223619,putP,SO_3098
141,E,9,E09,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,F,9,F09,1,141,241,E,11,E11,Rearray,1554520,SO_1489,SO_1489
141,G,9,G09,1,141,NA,NA,NA,NA,NA,-1,BLANK,BLANK
141,H,9,H09,1,141,241,A,12,A12,Rearray,4033989,SO_3886,SO_3886
141,A,10,A10,1,141,241,B,12,B12,Rearray,200374,nudE,SO_0190
